"ID",Page,Sub Menu,Feature,Bobot,Test,Action,Step,Expected Result,Actual Result,Status,Progress,Remarks of Test
E-015,POS,Logged In,,25.00%,[Logout Option] Verifikasi fungsi tombol Logout pada halaman Logged In,,"Prerequisite: Buka halaman Logged In pada POS

Steps:
- Tekan tombol Logout 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan","- Sistem keluar dari sesi login 
- Sistem kembali ke halaman Select a User 
- User lain dapat melakukan login",,NOT DONE,0,
E-016,POS,Lock Screen,,12.50%,[Lock Screen Display] Verifikasi tampilan lock screen ketika sistem terkunci,,"Prerequisite: Masuk ke mode lock screen pada POS

Steps:
- Periksa tampilan halaman lock screen 
- Periksa informasi waktu dan tanggal pada layar 
- Periksa nama user yang sedang login 
- Periksa elemen keypad passcode pada layar","- Halaman lock screen ditampilkan dengan normal 
- Informasi waktu dan tanggal terlihat jelas 
- Nama user yang sedang login ditampilkan 
- Keypad passcode tersedia untuk membuka kunci",,NOT DONE,0,
E-017,POS,Lock Screen,,12.50%,[Passcode Keypad Display] Verifikasi tampilan keypad pada lock screen,,"Prerequisite: Buka halaman lock screen pada POS

Steps:
- Periksa keypad angka pada layar 
- Periksa angka yang tersedia pada keypad 
- Periksa tombol delete pada keypad 
- Periksa tata letak keypad pada layar","- Keypad angka 0 sampai 9 ditampilkan 
- Tombol delete tersedia pada keypad 
- Tata letak keypad tersusun rapi 
- Keypad dapat ditekan oleh pengguna",,NOT DONE,0,
E-018,POS,Lock Screen,,12.50%,[Passcode Input] Verifikasi input passcode untuk membuka lock screen,,"Prerequisite: Buka halaman lock screen pada POS

Steps:
- Tekan angka pada keypad 
- Masukkan hingga 4 digit passcode 
- Periksa indikator titik passcode yang muncul 
- Periksa respons sistem setelah digit lengkap","- Sistem menerima input angka dari keypad 
- Indikator titik muncul sesuai jumlah digit 
- Maksimal 4 digit passcode dapat dimasukkan 
- Sistem memproses verifikasi passcode",,NOT DONE,0,
E-019,POS,Lock Screen,,12.50%,[Delete Passcode Digit] Verifikasi fungsi tombol delete pada input passcode,,"Prerequisite: Buka halaman lock screen pada POS

Steps:
- Masukkan beberapa digit passcode 
- Tekan tombol delete pada keypad 
- Periksa perubahan indikator passcode","- Digit terakhir passcode terhapus 
- Indikator titik berkurang sesuai digit yang dihapus 
- Sistem tetap menerima input passcode",,NOT DONE,0,
E-020,POS,Lock Screen,,12.50%,[Successful Unlock] Verifikasi membuka lock screen dengan passcode yang benar,,"Prerequisite: Masukkan passcode yang benar pada halaman lock screen

Steps:
- Masukkan 4 digit passcode yang valid 
- Periksa respons sistem setelah input selesai 
- Periksa halaman yang ditampilkan","- Sistem memverifikasi passcode dengan benar 
- Lock screen terbuka 
- Sistem kembali ke halaman operasional POS 
- Tidak terjadi error pada proses",,NOT DONE,0,
E-021,POS,Lock Screen,,12.50%,[Invalid Passcode Validation] Verifikasi validasi passcode yang salah pada lock screen,,"Prerequisite: Buka halaman lock screen pada POS

Steps:
- Masukkan passcode yang salah 
- Periksa respons sistem setelah input 4 digit 
- Periksa indikator atau pesan error","- Sistem menolak passcode yang salah 
- Indikator error ditampilkan pada layar 
- Lock screen tetap aktif 
- Pengguna dapat mencoba kembali",,NOT DONE,0,
E-022,POS,Lock Screen,,12.50%,[Change User Option] Verifikasi fungsi tombol Change User pada lock screen,,"Prerequisite: Buka halaman lock screen pada POS

Steps:
- Tekan tombol Change User pada bagian bawah layar 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan","- Sistem membuka halaman Select User 
- Daftar user ditampilkan kembali 
- Pengguna dapat login menggunakan user lain",,NOT DONE,0,
E-023,POS,Lock Screen,,12.50%,[User Information Display] Verifikasi tampilan informasi user pada lock screen,,"Prerequisite: Buka halaman lock screen pada POS

Steps:
- Periksa bagian profil user pada layar 
- Periksa foto profil user 
- Periksa nama user yang ditampilkan 
- Periksa posisi elemen profil user","- Foto profil user ditampilkan 
- Nama user ditampilkan dengan jelas 
- Informasi user sesuai dengan sesi login 
- Tampilan elemen tersusun rapi",,NOT DONE,0,
E-024,POS,Change User,,25.00%,[Change User Button Display] Verifikasi tampilan tombol Change User pada lock screen,,"Prerequisite: Buka halaman Lock Screen pada POS

Steps:
- Periksa bagian bawah layar lock screen 
- Periksa keberadaan tombol Change User 
- Periksa posisi tombol pada layar 
- Pastikan tombol dapat ditekan oleh pengguna","- Tombol Change User ditampilkan pada lock screen 
- Tombol terlihat jelas dan mudah diakses 
- Posisi tombol berada di bagian bawah layar 
- Tombol dapat ditekan tanpa error",,NOT DONE,0,
E-025,POS,Change User,,25.00%,[Open Change User Confirmation] Verifikasi modal konfirmasi Change User ditampilkan,,"Prerequisite: Buka halaman Lock Screen pada POS

Steps:
- Tekan tombol Change User 
- Periksa respons sistem setelah tombol ditekan 
- Periksa modal yang muncul pada layar 
- Periksa isi pesan pada modal konfirmasi","- Modal konfirmasi Change User ditampilkan 
- Pesan konfirmasi Are you sure ditampilkan 
- Opsi Cancel dan Yes, change user tersedia 
- Tampilan modal jelas dan berada di tengah layar",,NOT DONE,0,
E-026,POS,Change User,,25.00%,[Cancel Change User Action] Verifikasi fungsi tombol Cancel pada modal Change User,,"Prerequisite: Buka modal konfirmasi Change User pada lock screen

Steps:
- Tekan tombol Cancel pada modal 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan","- Modal konfirmasi tertutup 
- Sistem kembali ke halaman Lock Screen 
- User tetap pada sesi login sebelumnya 
- Tidak terjadi perubahan user",,NOT DONE,0,
E-027,POS,Change User,,25.00%,"[Confirm Change User Action] Verifikasi fungsi tombol Yes, change user pada modal konfirmasi",,"Prerequisite: Buka modal konfirmasi Change User pada lock screen

Steps:
- Tekan tombol Yes, change user 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa daftar user yang tersedia","- Sistem menutup modal konfirmasi 
- Sistem menampilkan halaman Select User 
- Daftar user yang terdaftar ditampilkan 
- User dapat memilih profil untuk login",,NOT DONE,0,
E-028,POS,User Selection,,50.00%,[User List Display] Verifikasi tampilan daftar user pada halaman Select User,,"Prerequisite: Buka halaman Select User pada POS

Steps:
- Periksa daftar user yang tersedia 
- Periksa foto profil setiap user 
- Periksa nama user yang ditampilkan 
- Periksa informasi shift pada setiap user","- Daftar user ditampilkan pada layar 
- Foto profil user terlihat jelas 
- Nama user ditampilkan dengan benar 
- Informasi shift user ditampilkan",,NOT DONE,0,
E-029,POS,User Selection,,50.00%,[User Selection Navigation] Verifikasi pemilihan user dari halaman Select User,,"Prerequisite: Buka halaman Select User pada POS

Steps:
- Tekan salah satu profil user 
- Periksa respons sistem setelah user dipilih 
- Periksa halaman yang ditampilkan","- Sistem membuka halaman Enter Passcode 
- Profil user yang dipilih ditampilkan 
- User dapat melanjutkan proses login dengan passcode",,NOT DONE,0,
E-030,POS,System Control,,10.00%,[Turn Off Button Display] Verifikasi tampilan tombol Turn Off pada halaman Select User,,"Prerequisite: Buka halaman Select User pada POS

Steps:
- Periksa bagian bawah halaman Select User 
- Periksa keberadaan tombol Turn Off 
- Periksa ikon dan label pada tombol 
- Pastikan tombol dapat ditekan oleh pengguna","- Tombol Turn Off ditampilkan pada halaman Select User 
- Ikon power terlihat pada tombol 
- Label Turn Off terbaca dengan jelas 
- Tombol dapat ditekan tanpa error",,NOT DONE,0,
E-031,POS,System Control,,10.00%,[Open Turn Off Confirmation] Verifikasi modal konfirmasi Turn Off ditampilkan,,"Prerequisite: Buka halaman Select User pada POS

Steps:
- Tekan tombol Turn Off 
- Periksa respons sistem setelah tombol ditekan 
- Periksa modal konfirmasi yang muncul 
- Periksa pesan konfirmasi pada modal","- Modal konfirmasi Turn Off ditampilkan 
- Pesan Are you sure ditampilkan pada modal 
- Informasi bahwa sistem akan dimatikan ditampilkan 
- Tombol Cancel dan Yes, turn off tersedia",,NOT DONE,0,
E-032,POS,System Control,,10.00%,[Cancel Turn Off Action] Verifikasi fungsi tombol Cancel pada modal Turn Off,,"Prerequisite: Buka modal konfirmasi Turn Off pada halaman Select User

Steps:
- Tekan tombol Cancel pada modal 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan","- Modal konfirmasi ditutup 
- Sistem kembali ke halaman Select User 
- Sistem tidak dimatikan 
- Semua elemen halaman tetap berfungsi",,NOT DONE,0,
E-033,POS,System Control,,10.00%,"[Confirm Turn Off Action] Verifikasi fungsi tombol Yes, turn off pada modal konfirmasi",,"Prerequisite: Buka modal konfirmasi Turn Off pada halaman Select User

Steps:
- Tekan tombol Yes, turn off 
- Periksa respons sistem setelah tombol ditekan 
- Periksa perubahan status sistem","- Sistem memulai proses shutdown 
- Aplikasi POS ditutup dengan normal 
- Sistem perangkat dimatikan sesuai prosedur 
- Tidak terjadi error pada proses shutdown",,NOT DONE,0,
E-034,POS,System Control,,10.00%,[Close Icon on Turn Off Modal] Verifikasi fungsi ikon close pada modal Turn Off,,"Prerequisite: Buka modal konfirmasi Turn Off pada halaman Select User

Steps:
- Tekan ikon close X pada bagian atas modal
- Periksa respons sistem setelah ikon ditekan 
- Periksa halaman yang ditampilkan","- Modal konfirmasi ditutup 
- Sistem kembali ke halaman Select User 
- Sistem tetap aktif 
- Navigasi berjalan normal tanpa error",,NOT DONE,0,
E-035,POS,System Control,,10.00%,[Restart Button Display] Verifikasi tampilan tombol Restart pada halaman Select User,,"Prerequisite: Buka halaman Select User pada POS

Steps:
- Periksa bagian bawah halaman Select User 
- Periksa keberadaan tombol Restart 
- Periksa ikon dan label pada tombol 
- Pastikan tombol dapat ditekan oleh pengguna","- Tombol Restart ditampilkan pada halaman Select User 
- Ikon restart terlihat pada tombol 
- Label Restart terbaca dengan jelas 
- Tombol dapat ditekan tanpa error",,NOT DONE,0,
E-036,POS,System Control,,10.00%,[Open Restart Confirmation] Verifikasi modal konfirmasi Restart ditampilkan,,"Prerequisite: Buka halaman Select User pada POS

Steps:
- Tekan tombol Restart 
- Periksa respons sistem setelah tombol ditekan 
- Periksa modal konfirmasi yang muncul 
- Periksa pesan konfirmasi pada modal","- Modal konfirmasi Restart ditampilkan 
- Pesan Are you sure ditampilkan pada modal 
- Informasi bahwa sistem akan restart ditampilkan 
- Tombol Cancel dan Yes, restart tersedia",,NOT DONE,0,
E-037,POS,System Control,,10.00%,[Cancel Restart Action] Verifikasi fungsi tombol Cancel pada modal Restart,,"Prerequisite: Buka modal konfirmasi Restart pada halaman Select User

Steps:
- Tekan tombol Cancel pada modal 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan","- Modal konfirmasi ditutup 
- Sistem kembali ke halaman Select User 
- Sistem tidak melakukan restart 
- Semua elemen halaman tetap berfungsi",,NOT DONE,0,
E-038,POS,System Control,,10.00%,"[Confirm Restart Action] Verifikasi fungsi tombol Yes, restart pada modal konfirmasi",,"Prerequisite: Buka modal konfirmasi Restart pada halaman Select User

Steps:
- Tekan tombol Yes, restart 
- Periksa respons sistem setelah tombol ditekan 
- Periksa perubahan status sistem","- Sistem memulai proses restart 
- Aplikasi POS ditutup dengan normal 
- Sistem perangkat melakukan restart 
- Tidak terjadi error pada proses restart",,NOT DONE,0,
E-039,POS,System Control,,10.00%,[Close Icon on Restart Modal] Verifikasi fungsi ikon close pada modal Restart,,"Prerequisite: Buka modal konfirmasi Restart pada halaman Select User

Steps:
- Tekan ikon close X pada bagian atas modal 
- Periksa respons sistem setelah ikon ditekan 
- Periksa halaman yang ditampilkan","- Modal konfirmasi ditutup 
- Sistem kembali ke halaman Select User 
- Sistem tetap aktif 
- Navigasi berjalan normal tanpa error",,NOT DONE,0,
E-040,POS,Printing,,33.33%,[QR Order Receipt Display] Verifikasi tampilan struk QR Order untuk scan to order,,"Prerequisite: Buka meja atau order yang menghasilkan QR Order pada POS

Steps:
- Periksa struk QR Order yang ditampilkan 
- Periksa teks DINE IN pada bagian atas struk 
- Periksa nomor meja yang ditampilkan 
- Periksa QR code pada bagian tengah struk","- Struk QR Order ditampilkan dengan benar 
- Label DINE IN ditampilkan pada bagian atas 
- Nomor meja ditampilkan dengan jelas 
- QR code terlihat jelas dan dapat dipindai",,NOT DONE,0,
E-041,POS,Printing,,33.33%,[QR Code Scan Validation] Verifikasi QR code dapat digunakan untuk scan to order,,"Prerequisite: Buka QR Order yang telah dicetak oleh sistem

Steps:
- Scan QR code menggunakan perangkat mobile 
- Periksa respons sistem setelah QR code dipindai 
- Periksa halaman yang terbuka pada perangkat mobile","- QR code berhasil dipindai 
- Sistem membuka halaman Scan to Order 
- Halaman menu ditampilkan pada perangkat pengguna 
- Pengguna dapat mulai melakukan pemesanan",,NOT DONE,0,
E-042,POS,Printing,,33.33%,[QR Order Information Display] Verifikasi informasi yang ditampilkan pada struk QR Order,,"Prerequisite: Buka struk QR Order yang dicetak oleh POS

Steps:
- Periksa nomor order pada struk 
- Periksa tanggal dan waktu pada struk 
- Periksa nama server atau kasir yang tercantum 
- Periksa tata letak informasi pada struk","- Nomor order ditampilkan dengan jelas 
- Tanggal dan waktu transaksi ditampilkan 
- Nama server ditampilkan pada struk 
- Informasi tersusun rapi dan mudah dibaca",,NOT DONE,0,
E-043,POS,Kitchen,,33.33%,[Kitchen Ticket Print] Verifikasi struk kitchen tercetak setelah pesanan masuk,,"Prerequisite: Lakukan pemesanan makanan pada POS

Steps:
- Selesaikan input order pada POS 
- Periksa printer kitchen setelah order dibuat 
- Periksa struk yang dicetak oleh printer kitchen 
- Periksa informasi item yang dicetak","- Struk kitchen tercetak otomatis setelah order dibuat 
- Nama item makanan ditampilkan pada struk 
- Jumlah item ditampilkan dengan benar 
- Informasi order mudah dibaca oleh staff kitchen",,NOT DONE,0,
E-044,POS,Kitchen,,33.33%,[Kitchen Order ID Display] Verifikasi tampilan order ID pada struk kitchen,,"Prerequisite: Buat pesanan baru pada POS

Steps:
- Periksa bagian atas struk kitchen 
- Periksa kode order seperti M10 atau GF-8401 
- Periksa nomor referensi order 
- Periksa format kode yang ditampilkan","- Kode order ditampilkan pada bagian atas struk 
- Nomor referensi order ditampilkan 
- Format kode order konsisten dengan sistem POS 
- Informasi mudah dikenali oleh staff kitchen",,NOT DONE,0,
E-045,POS,Kitchen,,33.33%,[Kitchen Order Item Display] Verifikasi tampilan item pesanan pada struk kitchen,,"Prerequisite: Buat pesanan makanan pada POS

Steps:
- Periksa daftar item pada struk kitchen 
- Periksa jumlah item yang dipesan 
- Periksa detail tambahan pada item seperti topping atau modifikasi 
- Periksa tata letak informasi item","- Nama item ditampilkan pada struk kitchen 
- Jumlah item ditampilkan dengan benar 
- Detail modifikasi item ditampilkan jika ada 
- Informasi item tersusun rapi",,NOT DONE,0,
E-046,POS,Receipt,,33.33%,[Customer Receipt Display] Verifikasi tampilan struk pembayaran pelanggan,,"Prerequisite: Selesaikan proses pembayaran pada POS

Steps:
- Periksa struk pembayaran yang dicetak 
- Periksa logo restoran pada bagian atas struk 
- Periksa informasi meja dan server 
- Periksa daftar item pada struk","- Struk pembayaran dicetak dengan benar 
- Logo restoran ditampilkan pada bagian atas 
- Informasi meja dan server ditampilkan 
- Daftar item pesanan ditampilkan dengan jelas",,NOT DONE,0,
E-047,POS,Receipt,,33.33%,[Receipt Payment Information] Verifikasi informasi pembayaran pada struk pelanggan,,"Prerequisite: Selesaikan transaksi pembayaran pada POS

Steps:
- Periksa bagian subtotal pada struk 
- Periksa service charge dan pajak 
- Periksa total pembayaran pada struk 
- Periksa format nilai yang ditampilkan","- Subtotal ditampilkan pada struk 
- Service charge ditampilkan jika ada 
- Pajak ditampilkan sesuai aturan 
- Total pembayaran ditampilkan dengan benar",,NOT DONE,0,
E-048,POS,Receipt,,33.33%,[Receipt Footer Display] Verifikasi tampilan bagian footer pada struk pembayaran,,"Prerequisite: Selesaikan pembayaran dan cetak receipt

Steps:
- Periksa bagian bawah struk pembayaran 
- Periksa pesan penutup pada struk 
- Periksa informasi tambahan pada bagian footer","- Footer struk ditampilkan dengan benar 
- Pesan penutup seperti Thank you ditampilkan 
- Tata letak footer rapi dan mudah dibaca",,NOT DONE,0,
E-049,POS,Table,,4.00%,[Table Page Display] Verifikasi tampilan halaman Table pada POS,,"Prerequisite: Buka aplikasi POS dan masuk ke halaman Table

Steps:
- Periksa halaman Table yang ditampilkan 
- Periksa layout meja pada layar 
- Periksa label area seperti Main atau Patio 
- Periksa navigasi tab lokasi meja","- Halaman Table ditampilkan dengan normal 
- Layout meja terlihat jelas pada layar 
- Tab lokasi meja ditampilkan pada bagian atas 
- Navigasi halaman berjalan tanpa error",,NOT DONE,0,
E-050,POS,Table,,4.00%,[Table Location Tab Display] Verifikasi tampilan tab lokasi meja pada halaman Table,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Periksa tab lokasi meja seperti Main Bar 2nd Floor Patio 
- Periksa label pada setiap tab 
- Periksa posisi tab pada halaman","- Tab lokasi meja ditampilkan pada bagian atas halaman 
- Label setiap lokasi terlihat jelas 
- Tab tersusun rapi dan mudah diakses",,NOT DONE,0,
E-051,POS,Table,,4.00%,[Switch Table Location] Verifikasi perpindahan lokasi meja melalui tab,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Tekan salah satu tab lokasi seperti Patio 
- Periksa respons sistem setelah tab ditekan 
- Periksa layout meja yang ditampilkan","- Sistem menampilkan layout meja sesuai lokasi yang dipilih 
- Status meja pada lokasi tersebut ditampilkan 
- Navigasi berjalan tanpa error",,NOT DONE,0,
E-052,POS,Table,,4.00%,[Table Availability Display] Verifikasi tampilan meja yang tersedia pada halaman Table,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Periksa meja yang tidak memiliki status aktif atau reservasi 
- Periksa tampilan visual meja yang tersedia 
- Periksa label nomor meja pada layout","- Meja tersedia ditampilkan dengan warna netral 
- Nomor meja ditampilkan pada layout 
- Meja dapat dipilih oleh user",,NOT DONE,0,
E-053,POS,Table,,4.00%,[Active Table Display] Verifikasi tampilan meja yang sedang aktif,,"Prerequisite: Buka halaman Table pada POS dengan meja yang sedang digunakan

Steps:
- Periksa meja yang sedang aktif 
- Periksa indikator waktu pada meja tersebut 
- Periksa warna atau status visual meja","- Meja aktif ditampilkan dengan warna khusus 
- Durasi waktu penggunaan meja ditampilkan 
- Status meja mudah dikenali oleh user",,NOT DONE,0,
E-054,POS,Table,,4.00%,[Reserved Table Display] Verifikasi tampilan meja yang memiliki reservasi,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Periksa meja yang memiliki label Reserved 
- Periksa waktu reservasi yang ditampilkan 
- Periksa tampilan visual meja reservasi","- Meja reserved ditampilkan dengan label Reserved 
- Waktu reservasi ditampilkan pada meja 
- Status reservasi terlihat jelas",,NOT DONE,0,
E-055,POS,Table,,4.00%,[Table Capacity Display] Verifikasi informasi kapasitas kursi pada meja,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Periksa ikon kapasitas kursi pada setiap meja 
- Periksa angka kapasitas yang ditampilkan 
- Periksa posisi informasi kapasitas pada meja","- Informasi kapasitas kursi ditampilkan pada meja 
- Angka kapasitas sesuai dengan konfigurasi meja 
- Informasi mudah dibaca oleh user",,NOT DONE,0,
E-056,POS,Table,,4.00%,[Table Selection] Verifikasi pemilihan meja pada halaman Table,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Tekan salah satu meja pada layout 
- Periksa respons sistem setelah meja dipilih 
- Periksa halaman atau menu yang muncul","- Sistem membuka halaman order untuk meja tersebut 
- Informasi nomor meja terbawa ke halaman berikutnya 
- Navigasi berjalan tanpa error",,NOT DONE,0,
E-057,POS,Table,,4.00%,[User Information Display] Verifikasi tampilan informasi user pada halaman Table,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Periksa bagian header halaman 
- Periksa nama user yang sedang login 
- Periksa waktu dan tanggal yang ditampilkan","- Nama user ditampilkan pada header 
- Waktu dan tanggal ditampilkan pada layar 
- Informasi tersusun rapi dan mudah dibaca",,NOT DONE,0,
E-058,POS,Table,,4.00%,[Bottom Navigation Display] Verifikasi tampilan navigasi bawah pada halaman Table,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Periksa bagian navigasi bawah layar 
- Periksa tombol Home Table Menu Order dan More 
- Periksa status tab yang sedang aktif","- Navigasi bawah ditampilkan dengan lengkap 
- Tab Table ditandai sebagai aktif 
- Navigasi dapat digunakan tanpa error",,NOT DONE,0,
E-059,POS,Table,,4.00%,[Open Table Modal Display] Verifikasi modal Open Table muncul setelah memilih meja tersedia,,"Prerequisite: Buka halaman Table pada POS

Steps:
- Pilih salah satu meja yang tersedia pada layout seperti M10 
- Periksa respons sistem setelah meja dipilih 
- Periksa apakah modal Table muncul pada layar 
- Periksa nama meja yang ditampilkan pada modal","- Modal Open Table ditampilkan pada layar 
- Nama meja yang dipilih ditampilkan pada judul modal 
- Modal tampil di tengah layar dengan jelas 
- Sistem siap menerima input jumlah tamu",,NOT DONE,0,
E-060,POS,Table,,4.00%,[Number of Guests Selection] Verifikasi pemilihan jumlah tamu pada modal Open Table,,"Prerequisite: Buka modal Open Table pada halaman Table

Steps:
- Periksa bagian Number of guests pada modal 
- Tekan salah satu angka jumlah tamu seperti 2 atau 4 
- Periksa angka yang dipilih pada modal 
- Periksa respons sistem setelah jumlah tamu dipilih","- Jumlah tamu dapat dipilih oleh user 
- Angka yang dipilih ditandai sebagai pilihan aktif 
- Sistem menerima input jumlah tamu 
- Tidak terjadi error saat memilih jumlah tamu",,NOT DONE,0,
E-061,POS,Table,,4.00%,[Start Order Navigation] Verifikasi fungsi tombol Start Order pada modal Open Table,,"Prerequisite: Buka modal Open Table dan pilih jumlah tamu

Steps:
- Pilih jumlah tamu pada modal 
- Tekan tombol Start Order 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan","- Sistem membuka halaman Menu atau Order 
- Informasi meja dan jumlah tamu terbawa ke halaman order 
- Status meja berubah menjadi aktif 
- Navigasi berjalan tanpa error",,NOT DONE,0,
E-062,POS,Table,,4.00%,[Order QR Function] Verifikasi fungsi tombol Order QR pada modal Open Table,,"Prerequisite: Buka modal Open Table pada halaman Table

Steps:
- Pilih jumlah tamu pada modal 
- Tekan tombol Order QR 
- Periksa respons sistem setelah tombol ditekan 
- Periksa proses pencetakan QR code","- Sistem mencetak QR code untuk meja tersebut 
- Status meja berubah menjadi aktif 
- QR order dapat digunakan oleh pelanggan untuk scan to order 
- Proses berjalan tanpa error",,NOT DONE,0,
E-063,POS,Table,,4.00%,[Reserve Table Navigation] Verifikasi fungsi tombol Reserve pada modal Open Table,,"Prerequisite: Buka modal Open Table pada halaman Table

Steps:
- Tekan tombol Reserve pada modal
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman atau modal yang muncul","- Sistem membuka halaman atau modal reservasi meja 
- Informasi meja yang dipilih ditampilkan pada halaman reservasi 
- User dapat melanjutkan proses reservasi 
- Navigasi berjalan tanpa error",,NOT DONE,0,
E-064,POS,Table,,4.00%,[Close Open Table Modal] Verifikasi fungsi tombol close pada modal Open Table,,"Prerequisite: Buka modal Open Table pada halaman Table

Steps:
- Tekan ikon Close (X) pada modal 
- Periksa respons sistem setelah tombol ditekan 
- Periksa tampilan halaman Table","- Modal Open Table tertutup 
- Sistem kembali ke halaman Table 
- Layout meja ditampilkan kembali 
- Navigasi berjalan tanpa error",,NOT DONE,0,
E-065,POS,Table,,4.00%,[Reserve Modal Display] Verifikasi tampilan modal reservasi meja,,"Prerequisite: Buka halaman Table pada POS dan pilih meja untuk reservasi

Steps:
- Tekan meja yang tersedia 
- Tekan tombol Reserve pada modal Open Table 
- Periksa tampilan modal reservasi yang muncul 
- Periksa nama meja pada judul modal","- Modal Reserve ditampilkan di tengah layar 
- Nama meja ditampilkan pada judul modal 
- Informasi tanggal reservasi ditampilkan 
- Sistem siap menerima input waktu reservasi",,NOT DONE,0,
E-066,POS,Table,,4.00%,[Reservation Time Category Display] Verifikasi tampilan kategori waktu reservasi pada modal Reserve,,"Prerequisite: Buka modal Reserve pada halaman Table

Steps:
- Periksa kategori waktu pada bagian atas modal 
- Periksa label kategori seperti Breakfast Lunch dan Dinner 
- Periksa kategori yang sedang aktif","- Kategori waktu ditampilkan pada bagian atas modal 
- Label kategori terlihat jelas 
- Salah satu kategori ditandai sebagai aktif",,NOT DONE,0,
E-067,POS,Table,,4.00%,[Switch Reservation Time Category] Verifikasi perpindahan kategori waktu reservasi,,"Prerequisite: Buka modal Reserve pada halaman Table

Steps:
- Tekan kategori waktu seperti Lunch atau Dinner 
- Periksa respons sistem setelah kategori dipilih 
- Periksa daftar slot waktu yang ditampilkan","- Sistem menampilkan slot waktu sesuai kategori yang dipilih 
- Slot waktu diperbarui sesuai kategori 
- Navigasi berjalan tanpa error",,NOT DONE,0,
E-068,POS,Table,,4.00%,[Reservation Time Slot Display] Verifikasi tampilan slot waktu reservasi,,"Prerequisite: Buka modal Reserve pada halaman Table

Steps:
- Periksa daftar slot waktu pada modal 
- Periksa interval waktu yang ditampilkan 
- Periksa format waktu pada setiap slot","- Slot waktu ditampilkan dengan interval 30 menit 
- Format waktu ditampilkan dengan jelas 
- Slot waktu tersusun rapi pada modal",,NOT DONE,0,
E-069,POS,Table,,4.00%,[Unavailable Time Slot Display] Verifikasi tampilan slot waktu yang tidak tersedia,,"Prerequisite: Buka modal Reserve pada halaman Table

Steps:
- Periksa slot waktu yang tidak dapat dipilih 
- Periksa tampilan visual slot tersebut 
- Tekan slot waktu yang tidak tersedia","- Slot waktu yang tidak tersedia ditampilkan dengan status disabled 
- Slot tidak dapat dipilih oleh user 
- Sistem tidak memproses slot yang tidak tersedia",,NOT DONE,0,
E-070,POS,Table,,4.00%,[Select Reservation Time Slot] Verifikasi pemilihan slot waktu reservasi,,"Prerequisite: Buka modal Reserve pada halaman Table

Steps:
- Tekan salah satu slot waktu yang tersedia 
- Periksa perubahan tampilan slot setelah dipilih 
- Periksa tombol Confirm reservation pada modal","- Slot waktu yang dipilih ditandai sebagai aktif 
- Sistem menyimpan waktu reservasi yang dipilih 
- Tombol Confirm reservation menjadi aktif",,NOT DONE,0,
E-071,POS,Table,,4.00%,[Confirm Reservation Function] Verifikasi fungsi tombol Confirm reservation,,"Prerequisite: Buka modal Reserve dan pilih slot waktu reservasi

Steps:
- Pilih salah satu slot waktu yang tersedia 
- Tekan tombol Confirm reservation 
- Periksa respons sistem setelah tombol ditekan","- Sistem menyimpan reservasi meja 
- Modal reservasi tertutup 
- Sistem kembali ke halaman Table",,NOT DONE,0,
E-072,POS,Table,,4.00%,[Reserved Table Status Update] Verifikasi perubahan status meja setelah reservasi berhasil,,"Prerequisite: Buat reservasi meja pada halaman Table

Steps:
- Lakukan proses reservasi hingga selesai 
- Periksa layout meja pada halaman Table 
- Periksa status meja yang telah direservasi","- Status meja berubah menjadi Reserved 
- Waktu reservasi ditampilkan pada meja 
- Status reserved terlihat jelas pada layout",,NOT DONE,0,
E-073,POS,Table,,4.00%,[Reservation Success Toast Display] Verifikasi tampilan notifikasi setelah reservasi berhasil,,"Prerequisite: Buat reservasi meja pada halaman Table

Steps:
- Selesaikan proses reservasi meja 
- Periksa notifikasi yang muncul pada layar 
- Periksa isi pesan notifikasi","- Toast notifikasi reservasi berhasil ditampilkan 
- Pesan menampilkan nomor meja dan waktu reservasi 
- Notifikasi tampil dengan jelas tanpa error",,NOT DONE,0,
